,id,ticker,buy_time,buy_price,buy_sum,buy_commission,sell_time,sell_price,sell_sum,sell_commission,stocks_number,status,gain_coef,lose_coef,trailing_LIT_gain_coef,trailing_ratio,profit,buy_order_id,limit_if_touched_order_id,stop_order_id,trailing_LIT_order_id,trailing_stop_limit_order_id,buy_condition_type,tech_indicators,timezone,stop_limit_sell_order_id
162,14.0,UNH,2024-09-20 03:30:29.663,579.71,1739.13,0.01,2024-09-20 06:44:55.017,578.56,1735.68,0.07,3.0,completed,1.005,0.995,1.006,0.12,-3.530000000000272,FA197DB236807B2000,,,,FA197DD1D9E704A000,1230,"mv :7.18, mv_2m:-0.85,    mv_5m : 0.43, mv_30m : 4.98, mv_60m: 7.22",E. Australia Standard Time,
163,21.0,FTNT,2024-09-20 03:33:17.408,75.805,2198.345,0.09,2024-09-20 06:45:05.329,75.6603,2194.1487,0.16,29.0,completed,1.005,0.995,1.006,0.12,-4.44629999999961,FA197DB2DA5284A000,,,,FA197DD1B43044A000,1230,"mv :7.53, mv_2m:0.22,    mv_5m : -0.33, mv_30m : 6.73, mv_60m: 8.10",E. Australia Standard Time,
164,27.0,ORCL,2024-09-20 03:35:41.427,167.23,2173.99,0.04,2024-09-20 05:00:43.427,168.0925,2185.2025,0.11,13.0,completed,1.005,0.995,1.006,0.12,11.06250000000009,FA197DB366F43B2000,,,,FA197DB9F0B744A000,1230,"mv :7.15, mv_2m:-0.39,    mv_5m : 0.62, mv_30m : 4.71, mv_60m: 8.46",E. Australia Standard Time,
165,0.0,DUK,2024-09-20 04:04:55.906,115.2,2188.8,,2024-09-20 06:46:39.024,115.2408,2189.5752,0.13,19.0,completed,1.005,0.995,1.006,0.12,,FA197DBA185704A000,,,,FA197DD1B4E244A000,1230,"mv :-0.81, mv_2m:0.19,    mv_5m : 0.61, mv_30m : 0.10, mv_60m: 2.44",E. Australia Standard Time,
166,0.0,AVGO,2024-09-20 23:47:57.039,168.86,2195.18,0.04,2024-09-21 00:45:40.254,168.32,2188.16,0.11,13.0,completed,1.005,0.995,1.006,0.12,-7.170000000000437,FA197EC8DDC77B2000,,FA197EC932597B2000,FA197EC932C53B2000,FA197EC9334EC4A000,1h,"mv :-3.07, mv_2m:-2.03,    mv_5m : -4.73, mv_30m : -9.31, mv_60m: -12.31",E. Australia Standard Time,
167,2.0,AVGO,2024-09-20 23:52:26.310,168.51,2190.63,,2024-09-21 00:50:16.163,168.37,2188.81,0.11,13.0,completed,1.005,0.995,1.006,0.2,,FA197EC9E4BC3B2000,,FA197ECA41BFBB2000,FA197ECA429584A000,FA197ECA4342BB2000,1h,"mv :-2.98, mv_2m:-0.50,    mv_5m : -0.35, mv_30m : -5.93, mv_60m: -10.66",E. Australia Standard Time,
168,3.0,LMT,2024-09-20 23:52:48.306,566.41,1699.23,0.01,2024-09-21 01:21:08.465,568.41,1705.23,0.07,3.0,completed,1.005,0.995,1.0065,0.2,5.92,FA197EC9FA3744A000,,FA197ECA401844A000,FA197ECA409C04A000,FA197ECA414184A000,1h,"mv :-3.12, mv_2m:-0.67,    mv_5m : -1.16, mv_30m : -6.78, mv_60m: -14.51",E. Australia Standard Time,
169,5.0,TT,2024-09-20 23:57:25.770,382.15,1910.75,0.02,2024-09-21 00:56:52.035,382.23,1911.15,0.08,5.0,completed,1.005,0.995,1.006,0.12,0.3000000000000909,FA197ECB092D7B2000,,FA197ECB494344A000,FA197ECB49A77B2000,FA197ECB4A2E3B2000,1h,"mv :-2.41, mv_2m:0.79,    mv_5m : 0.07, mv_30m : -7.25, mv_60m: -14.61",E. Australia Standard Time,
170,6.0,CMCSA,2024-09-20 23:57:45.017,40.39,2181.06,0.16,2024-09-21 00:55:36.203,40.3817,2180.6118,0.23,54.0,completed,1.005,0.995,1.006,0.2,-0.8381999999998152,FA197ECB1BFF7B2000,,,,FA197ECB6045FB2000,1h,"mv :-2.62, mv_2m:0.58,    mv_5m : -1.20, mv_30m : -8.40, mv_60m: -15.34",E. Australia Standard Time,
171,7.0,AVGO,2024-09-20 23:59:23.562,168.22,841.1,0.02,2024-09-21 00:59:59.730,169.3725,846.8625,0.05,5.0,completed,1.005,0.995,1.0065,0.2,5.692499999999932,FA197ECB7C37BB2000,,FA197ECBC66D3B2000,FA197ECBC6E744A000,FA197ECBC7843B2000,1h,"mv :-3.10, mv_2m:-0.46,    mv_5m : 0.69, mv_30m : -5.37, mv_60m: -8.34",E. Australia Standard Time,
172,8.0,ELV,2024-09-20 23:59:42.075,537.88,2151.52,,2024-09-21 01:00:50.321,537.06,2148.24,0.07999999999999999,4.0,completed,1.005,0.995,1.006,0.12,,FA197ECB8E49C4A000,,FA197ECBC50B7B2000,FA197ECBC56D3B2000,FA197ECBC5FCC4A000,1h,"mv :-3.15, mv_2m:-0.51,    mv_5m : -0.38, mv_30m : -8.45, mv_60m: -12.78",E. Australia Standard Time,
173,11.0,NEE,2024-09-21 00:04:44.686,83.1298,2161.3748,0.08,2024-09-21 01:02:54.276,82.94,2156.44,0.15,26.0,completed,1.005,0.995,1.006,0.12,-5.164799999999996,FA197ECCB5D17B2000,,FA197ECCEFC5BB2000,FA197ECCF031FB2000,FA197ECCF0B4FB2000,1h,"mv :-5.03, mv_2m:-0.18,    mv_5m : -0.24, mv_30m : -1.76, mv_60m: -11.90",E. Australia Standard Time,
174,13.0,MU,2024-09-21 00:07:27.200,89.2195,2141.268,0.07,2024-09-21 01:05:13.284,89.1309,2139.1416,0.14,24.0,completed,1.005,0.995,1.006,0.12,-2.336400000000103,FA197ECD54873B2000,,,,FA197ECD967344A000,1h,"mv :-5.99, mv_2m:-0.99,    mv_5m : -1.02, mv_30m : -5.17, mv_60m: -16.13",E. Australia Standard Time,
175,16.0,AVGO,2024-09-21 00:21:46.164,168.3,2187.9,0.04,2024-09-21 01:22:06.370,168.95,2196.35,0.11,13.0,completed,1.005,0.995,1.0075,0.2,8.29999999999982,FA197ED09B55FB2000,,FA197ED0F16F7B2000,FA197ED0F1D004A000,FA197ED0F262C4A000,1h,"mv :-2.70, mv_2m:0.88,    mv_5m : 3.93, mv_30m : 0.48, mv_60m: -4.73",E. Australia Standard Time,
176,0.0,LMT,2024-09-21 00:58:33.671,570.06,1710.18,1.0,2024-09-21 02:28:21.256,572.32,1716.96,1.06,3.0,completed,1.005,0.995,1.0065,0.14,4.719999999999972,FA197ED90719BB2000,,FA197ED9C0A07B2000,FA197ED9C10A44A000,FA197ED9C19E44A000,1h,"mv :-3.97, mv_2m:0.15,    mv_5m : -3.48, mv_30m : -3.12, mv_60m: -4.43",E. Australia Standard Time,
177,0.0,WFC,2024-09-21 01:21:26.198,55.7471,2174.1369,1.11,2024-09-21 02:41:18.133,55.7709,2175.0651,1.18,39.0,completed,1.005,0.995,1.006,0.12,-1.361800000000167,FA197EDE437384A000,,FA197EDEBD9CFB2000,FA197EDEBDFCBB2000,FA197EDEBE80C4A000,1h,"mv :-0.87, mv_2m:-0.16,    mv_5m : -0.18, mv_30m : -0.31, mv_60m: -0.10",E. Australia Standard Time,
178,4.0,AVGO,2024-09-21 02:06:36.906,169.2,2199.6,1.03,2024-09-21 03:07:41.849,169.32,2201.16,1.1,13.0,completed,1.005,0.995,1.006,0.12,-0.5700000000000547,FA197EE89A9884A000,,FA197EE964C3FB2000,FA197EE9652944A000,FA197EE965B684A000,1h,"mv :-4.15, mv_2m:-0.58,    mv_5m : 0.89, mv_30m : 1.81, mv_60m: 2.35",E. Australia Standard Time,
179,11.0,AVGO,2024-09-21 02:24:32.765,169.62,2035.44,1.03,2024-09-21 03:27:24.071,169.4304,2033.1648,1.1,12.0,completed,1.005,0.995,1.006,0.12,-4.405200000000042,FA197EECB53EC4A000,,FA197EED83D9BB2000,FA197EED844344A000,FA197EED1FB9BB2000,1h,"mv :-3.81, mv_2m:0.54,    mv_5m : 1.73, mv_30m : 1.45, mv_60m: 2.51",E. Australia Standard Time,
180,0.0,FDX,2024-09-21 02:40:43.327,259.74,2077.92,,2024-09-21 03:58:36.552,259.43,2075.44,1.101,8.0,completed,1.005,0.995,1.006,0.12,,FA197EF0690B44A000,,FA197EF0E4267B2000,FA197EF0E48BC4A000,FA197EF0E52684A000,1h,"mv :-1.14, mv_2m:-0.14,    mv_5m : 0.36, mv_30m : 0.01, mv_60m: -0.44",E. Australia Standard Time,
181,1.0,NUE,2024-09-21 02:41:00.407,146.76,2054.64,1.03,2024-09-21 03:46:01.056,146.75,2054.5,1.1,14.0,completed,1.005,0.995,1.006,0.2,-2.269999999999873,FA197EF079BC44A000,,FA197EF0E2C03B2000,FA197EF0E33084A000,FA197EF0E3C4C4A000,1h,"mv :-1.21, mv_2m:-0.21,    mv_5m : 0.46, mv_30m : 0.49, mv_60m: 0.67",E. Australia Standard Time,
182,2.0,AVGO,2024-09-21 02:41:29.161,169.81,2037.72,1.03,2024-09-21 03:41:41.314,169.73,2036.76,1.1,12.0,completed,1.005,0.995,1.006,0.12,-3.090000000000264,FA197EF095D03B2000,,FA197EF0E58BBB2000,FA197EF0E5F2FB2000,FA197EF0E691C4A000,1h,"mv :-1.27, mv_2m:-0.27,    mv_5m : 0.73, mv_30m : 3.02, mv_60m: 2.36",E. Australia Standard Time,
183,3.0,HD,2024-09-21 02:45:54.508,391.7,1958.5,1.01,2024-09-21 03:48:32.462,391.38,1956.9,1.07,5.0,completed,1.005,0.995,1.006,0.16,-3.679999999999909,FA197EF198F184A000,,FA197EF1FE123B2000,FA197EF1FE7BC4A000,FA197EF1FF0FBB2000,1h,"mv :-1.38, mv_2m:-0.01,    mv_5m : 0.09, mv_30m : -0.37, mv_60m: -1.75",E. Australia Standard Time,
184,2.0,NUE,2024-09-21 02:52:49.110,146.77,2054.78,1.03,2024-09-21 03:46:01.056,146.75,2054.5,1.1,14.0,completed,1.005,0.995,1.006,0.12,-2.4100000000002,FA197EF32DD204A000,,FA197EF39C807B2000,FA197EF39CE47B2000,FA197EF39D6B84A000,1h,"mv :-0.22, mv_2m:0.22,    mv_5m : 0.43, mv_30m : 1.79, mv_60m: 1.49",E. Australia Standard Time,
185,3.0,AVGO,2024-09-21 02:53:22.415,169.89,2038.68,1.03,2024-09-21 03:56:01.639,169.69,2036.28,1.1,12.0,completed,1.005,0.995,1.006,0.12,-4.529999999999864,FA197EF34E5884A000,,FA197EF39DFFC4A000,FA197EF39E70FB2000,FA197EF39F183B2000,1h,"mv :-0.26, mv_2m:0.30,    mv_5m : 0.28, mv_30m : 4.21, mv_60m: 2.93",E. Australia Standard Time,
186,4.0,BDX,2024-09-21 03:00:38.986,233.75,2103.75,1.02,2024-09-21 04:17:41.991,233.4471,2101.0239,1.09,9.0,completed,1.005,0.995,1.006,0.12,-4.836099999999861,FA197EF4F8B07B2000,,FA197EF54AB104A000,FA197EF54B1DFB2000,FA197EF54BC47B2000,1h,"mv :-0.86, mv_2m:-0.26,    mv_5m : -1.11, mv_30m : 0.93, mv_60m: 1.36",E. Australia Standard Time,
187,3.0,SNPS,2024-09-21 03:11:03.592,506.17,2024.68,,2024-09-21 04:14:45.238,506.065,2024.26,1.07,4.0,completed,1.005,0.995,1.006,0.12,,FA197EF75AA844A000,,FA197EF7BB5144A000,FA197EF7BBB504A000,FA197EF7BC4804A000,1h,"mv :-1.05, mv_2m:0.08,    mv_5m : 0.92, mv_30m : -0.36, mv_60m: 2.01",E. Australia Standard Time,
